Fecha,Precio_Apertura,Precio_Máximo,Precio_Mínimo,Precio_Cierre,Volumen,Precio_Promedio,Diferencia,Patron_Ganancia,Variabilidad
2016-03-21,413417999,413417999,410381012,413307007,61655400,0,,Pérdida,
2016-03-22,413131989,418375000,412531006,418088989,66813300,1,1.0,Ganancia,-0.07
2016-03-23,418161011,419268005,417364014,418040985,61444200,0,-1.0,Pérdida,1.22
2016-03-24,418424011,418679993,415485992,416394012,68346704,0,0.0,Pérdida,0.06
2016-03-25,416507996,418079987,415558014,417177002,52560000,1,1.0,Ganancia,-0.46
2016-03-26,417364990,418987000,416259003,417945007,44650400,1,0.0,Pérdida,0.21
2016-03-27,418140015,428796997,417710999,426765015,71229400,1,0.0,Pérdida,0.19
2016-03-28,426548004,426856995,423292999,424230988,68522800,0,-1.0,Pérdida,2.01
2016-03-29,424303986,426203003,412681000,416515991,75411504,0,0.0,Pérdida,-0.53
2016-03-30,416834015,416834015,412496002,414816010,66034100,0,0.0,Pérdida,-1.76
2016-03-31,415256989,418368988,415256989,416729004,60215200,1,1.0,Ganancia,-0.38
2016-01-04,416760010,418173004,415830994,417959991,51235700,1,0.0,Pérdida,0.36
2016-02-04,418421997,422080994,418421997,420872986,45681200,1,0.0,Pérdida,0.4
2016-03-04,421173004,421579987,419696991,420903992,38053700,0,-1.0,Pérdida,0.66
2016-04-04,421299011,422342987,419601013,421444000,50634300,1,1.0,Ganancia,0.03
2016-05-04,421016998,424256989,420614014,424029999,60718000,1,0.0,Pérdida,-0.07
2016-06-04,424283997,424527008,422729004,423412994,59091000,0,-1.0,Pérdida,0.78
2016-07-04,423619995,423657013,420518005,422744995,57858600,0,0.0,Pérdida,-0.16
2016-08-04,422907013,425360992,419635010,420348999,63454700,0,0.0,Pérdida,-0.17
2016-09-04,420811005,420890991,416515015,419411011,49792700,0,0.0,Pérdida,-0.5
2016-10-04,419592010,422434998,419256989,421563995,73478600,1,1.0,Ganancia,-0.29
2016-11-04,421872009,422739014,420532990,422483002,50747500,1,0.0,Pérdida,0.54
2016-12-04,422842987,427277008,422842987,425190002,70728800,1,0.0,Pérdida,0.23
2016-04-13,425631989,426657990,422915985,423734009,69060400,0,-1.0,Pérdida,0.66
2016-04-14,423934998,425371002,423013000,424282013,45281000,1,1.0,Ganancia,-0.4
2016-04-15,424427002,429928009,424427002,429713013,54801500,1,0.0,Pérdida,0.12
2016-04-16,429575012,432625000,428984009,430571991,39392800,1,0.0,Pérdida,1.21
2016-04-17,430635986,431371002,426079010,427398987,52125900,0,-1.0,Pérdida,0.25
2016-04-18,427610992,429273987,427085999,428591003,55670900,1,1.0,Ganancia,-0.7
2016-04-19,428703003,436019989,428104004,435509003,52810500,1,0.0,Pérdida,0.26
2016-04-20,435324005,443053986,434406006,441389008,72890096,1,0.0,Pérdida,1.54
2016-04-21,441415985,450548004,440951996,449424988,68204704,1,0.0,Pérdida,1.4
2016-04-22,449687988,449809998,444149994,445737000,58804400,0,-1.0,Pérdida,1.87
2016-04-23,445860992,450282013,444330994,450282013,50485400,1,1.0,Ganancia,-0.85
2016-04-24,450559998,460145996,448928009,458554993,68198400,1,0.0,Pérdida,1.05
2016-04-25,459121002,466619995,453592010,461425995,87091800,1,0.0,Pérdida,1.9
2016-04-26,461648010,467964996,461621002,466088989,78971904,1,0.0,Pérdida,0.55
2016-04-27,466261993,467079010,444134003,444687012,93564896,0,-1.0,Pérdida,1.0
2016-04-28,445037994,449550995,436649994,449010986,74064704,1,1.0,Ganancia,-4.55
2016-04-29,449407990,455384003,446016998,455096985,49258500,1,0.0,Pérdida,0.98
2016-04-30,455178009,455587006,447696991,448317993,69322600,0,-1.0,Pérdida,1.28
2016-01-05,448484009,452479004,447927002,451875000,40660100,1,1.0,Ganancia,-1.47
2016-02-05,451933014,452445007,441776001,444669006,92127000,0,-1.0,Pérdida,0.77
2016-03-05,444726990,451096985,442617004,450303986,59366400,1,1.0,Ganancia,-1.59
2016-04-05,450183014,450377991,445630005,446721985,50407300,0,-1.0,Pérdida,1.23
2016-05-05,446710999,448506012,445882996,447976013,50440800,1,1.0,Ganancia,-0.77
2016-06-05,447941986,461375000,447067993,459602997,72796800,1,0.0,Pérdida,0.28
2016-07-05,459639008,460674988,457324005,458536011,38364500,0,-1.0,Pérdida,2.61
2016-08-05,458428986,459416992,455983002,458548004,40315000,1,1.0,Ganancia,-0.26
2016-09-05,458205994,462480988,456531006,460483002,55493100,1,0.0,Pérdida,-0.05
2016-10-05,460518005,461928986,448954010,450894989,58956100,0,-1.0,Pérdida,0.5
2016-11-05,450864014,454575989,450864014,452727997,50605200,1,1.0,Ganancia,-2.1
2016-12-05,452446991,454949005,449250000,454765991,59849300,1,0.0,Pérdida,0.35
2016-05-13,454850006,457054993,453453003,455670013,60845000,1,0.0,Pérdida,0.53
2016-05-14,455822998,456835999,454786011,455670990,37209000,0,-1.0,Pérdida,0.21
2016-05-15,455759003,458691986,455459015,457567993,28514000,1,1.0,Ganancia,-0.01
2016-05-16,457585999,458200012,452945007,454162994,59171500,0,-1.0,Pérdida,0.4
2016-05-17,454009003,455071991,453605011,453782990,64100300,0,0.0,Pérdida,-0.78
2016-05-18,453691010,455997986,453299011,454618988,86850096,1,1.0,Ganancia,-0.07
2016-05-19,454523987,454632996,438714996,438714996,96027400,0,-1.0,Pérdida,0.18
2016-05-20,437792999,444053986,437389008,442675995,81987904,1,1.0,Ganancia,-3.68
2016-05-21,442966003,443778015,441705994,443187988,42762300,1,0.0,Pérdida,1.18
2016-05-22,443217987,443427002,439035004,439322998,39657600,0,-1.0,Pérdida,0.06
2016-05-23,439347992,444345001,438822998,444154999,50582500,1,1.0,Ganancia,-0.87
2016-05-24,444290985,447100006,443929993,445980988,65783100,1,0.0,Pérdida,1.13
2016-05-25,446062012,450298004,446062012,449598999,65231000,1,0.0,Pérdida,0.4
2016-05-26,449671997,453644012,447895996,453384003,65203800,1,0.0,Pérdida,0.81
2016-05-27,453520996,478148987,453520996,473463989,164780992,1,0.0,Pérdida,0.86
2016-05-28,473028992,533473022,472699005,530039978,181199008,1,0.0,Pérdida,4.3
2016-05-29,527476990,553960022,512179016,526232971,148736992,0,-1.0,Pérdida,11.51
2016-05-30,528471008,544348999,522963013,533864014,87958704,1,1.0,Ganancia,0.19
2016-05-31,534190979,546617981,520661987,531385986,138450000,0,-1.0,Pérdida,1.08
2016-01-06,531106995,543080017,525635986,536919983,86061800,1,1.0,Ganancia,-0.58
2016-02-06,536515015,540351990,533078003,537971985,60378200,1,0.0,Pérdida,1.02
2016-03-06,537682007,574638000,536919983,569193970,122020000,1,0.0,Pérdida,0.22
2016-04-06,569705017,590132019,564237976,572726990,94925296,1,0.0,Pérdida,5.96
2016-05-06,573307983,582807983,569177979,574976990,68874096,1,0.0,Pérdida,0.63
2016-06-06,574601990,586469971,574601990,585536987,72138896,1,0.0,Pérdida,0.23
2016-07-06,585445007,590258972,567513977,576596985,107770000,0,-1.0,Pérdida,1.89
2016-08-06,577166992,582838989,573130005,581645020,80265800,1,1.0,Ganancia,-1.41
2016-09-06,582203003,582203003,570950989,574630005,71301000,0,-1.0,Pérdida,0.87
2016-10-06,575836975,579127014,573325012,577469971,66991900,1,1.0,Ganancia,-1.09
2016-11-06,578674011,607116028,578674011,606726990,82357000,1,0.0,Pérdida,0.49
2016-12-06,609684021,684843994,607039001,672783997,277084992,1,0.0,Pérdida,5.36
2016-06-13,671653992,716004028,664487000,704375977,243295008,1,0.0,Pérdida,10.16
2016-06-14,704504028,704504028,662804016,685559021,186694000,0,-1.0,Pérdida,4.89
2016-06-15,685684998,696302979,672560974,694468994,99223800,1,1.0,Ganancia,-2.67
2016-06-16,696523010,773721985,696523010,766307983,271633984,1,0.0,Pérdida,1.58
2016-06-17,768487000,775356018,716556030,748908997,363320992,0,-1.0,Pérdida,10.33
2016-06-18,748755981,777989990,733929016,756226990,252718000,1,1.0,Ganancia,-2.57
2016-06-19,756687988,766620972,745627991,763781006,136184992,1,0.0,Pérdida,1.06
2016-06-20,763927002,764083984,732726990,737226013,174511008,0,-1.0,Pérdida,0.96
2016-06-21,735882996,735882996,639070007,666651978,309944000,0,0.0,Pérdida,-3.67
2016-06-22,665914978,678669983,587482971,596116028,266392992,0,0.0,Pérdida,-9.51
2016-06-23,597442993,629327026,558138977,623976990,253462000,1,1.0,Ganancia,-10.28
2016-06-24,625575012,681726990,625271973,665299011,224316992,1,0.0,Pérdida,4.71
2016-06-25,665281006,691731018,646559021,665122986,126656000,0,-1.0,Pérdida,6.35
2016-06-26,665931030,665979980,616934021,629367004,109225000,0,0.0,Pérdida,0.1
2016-06-27,629348999,655275024,620523987,655275024,122134000,1,1.0,Ganancia,-5.49
2016-06-28,658101990,659247986,637773010,647000977,138384992,0,-1.0,Pérdida,4.57
2016-06-29,644122009,644682007,628283997,639890015,142456000,0,0.0,Pérdida,-2.12
2016-06-30,640591003,675403015,636607971,673336975,138980000,1,1.0,Ganancia,-0.55
2016-01-07,672515015,686153992,669593994,676296021,134431008,1,0.0,Pérdida,4.98
2016-02-07,676734009,703702026,676398987,703702026,112354000,1,0.0,Pérdida,0.63
2016-03-07,704968018,704968018,649008972,658664001,129512000,0,-1.0,Pérdida,4.17
2016-04-07,658804016,683661987,650507996,683661987,92008400,1,1.0,Ganancia,-6.55
2016-05-07,683208984,683491028,665065979,670627014,130476000,0,-1.0,Pérdida,3.7
2016-06-07,670418030,681898010,670418030,677330994,134960992,1,1.0,Ganancia,-1.87
2016-07-07,678090027,682432007,611833984,640562012,258091008,0,-1.0,Pérdida,1.14
2016-08-07,640687988,666706970,636466980,666523010,141970000,1,1.0,Ganancia,-5.52
2016-09-07,666383972,666383972,633398987,650960022,180536000,0,-1.0,Pérdida,4.01
2016-10-07,650598999,652294006,641263977,649359985,102532000,0,0.0,Pérdida,-2.37
2016-11-07,648484009,659629028,644979980,647658997,107910000,0,0.0,Pérdida,-0.33
2016-12-07,648283020,675258972,646778992,664551025,138172992,1,1.0,Ganancia,-0.03
2016-07-13,664796997,668700012,654468018,654468018,131449000,0,-1.0,Pérdida,2.55
2016-07-14,652922974,662901978,652922974,658078003,98511400,1,1.0,Ganancia,-1.79
2016-07-15,659171021,667077026,659039978,663255005,81673104,1,0.0,Pérdida,0.96
2016-07-16,663781006,666460022,659333984,660767029,50330200,0,-1.0,Pérdida,0.7
2016-07-17,661992981,682364990,661992981,679458984,74407904,1,1.0,Ganancia,-0.27
2016-07-18,679809021,681554993,668625000,673106018,69465000,0,-1.0,Pérdida,2.69
2016-07-19,672737976,673276978,667632019,672864014,61203300,1,1.0,Ganancia,-1.04
2016-07-20,672806030,672929016,663359985,665684998,94636400,0,-1.0,Pérdida,0.01
2016-07-21,665228027,666218994,660414978,665012024,60491800,0,0.0,Pérdida,-1.13
2016-07-22,664921997,666583008,646721985,650619019,134169000,0,0.0,Pérdida,-0.05
2016-07-23,650726013,656366028,648523987,655556030,69532200,1,1.0,Ganancia,-2.13
2016-07-24,655409973,663109985,652793030,661284973,118184000,1,0.0,Pérdida,0.72
2016-07-25,661263000,661828003,653395020,654096985,78176496,0,-1.0,Pérdida,0.89
2016-07-26,654226013,656224976,645879028,651783997,225135008,0,0.0,Pérdida,-1.06
2016-07-27,651627014,657455994,648447021,654351990,147460992,1,1.0,Ganancia,-0.4
2016-07-28,654492004,657594971,654492004,655034973,86428400,1,0.0,Pérdida,0.44
2016-07-29,655111023,657796021,654786011,656992004,60703500,1,0.0,Pérdida,0.09
2016-07-30,657012024,658223022,654208984,655046997,38456100,0,-1.0,Pérdida,0.29
2016-07-31,655099976,655284973,624364990,624681030,110818000,0,0.0,Pérdida,-0.29
2016-01-08,624601990,626119019,605883972,606271973,121887000,0,0.0,Pérdida,-4.66
2016-02-08,606396973,612848022,531333984,547465027,330932992,0,0.0,Pérdida,-2.91
2016-03-08,548656006,573359985,541546997,566354980,207982000,1,1.0,Ganancia,-9.52
2016-04-08,566328979,579495972,565776978,578289001,125292000,1,0.0,Pérdida,3.22
2016-05-08,578281006,578281006,569981995,575043030,66127900,0,-1.0,Pérdida,2.11
2016-06-08,575030029,588395996,569468994,587778015,80797296,1,1.0,Ganancia,-0.56
2016-07-08,587770996,597513000,586815979,592690002,82398400,1,0.0,Pérdida,2.22
2016-08-08,592736023,592994019,588046997,591054016,61194100,0,-1.0,Pérdida,0.84
2016-09-08,591038025,591091003,584793030,587801025,92228096,0,0.0,Pérdida,-0.29
2016-10-08,587648010,599984009,586370972,592103027,102905000,1,1.0,Ganancia,-0.57
2016-11-08,592124023,597541992,589119995,589119995,74514400,0,-1.0,Pérdida,0.76
2016-12-08,588797974,589909973,583810974,587559021,69218000,0,0.0,Pérdida,-0.56
2016-08-13,587356995,589773987,584979004,585588013,43563000,0,0.0,Pérdida,-0.24
2016-08-14,585588989,585666016,564781006,570473022,60851100,0,0.0,Pérdida,-0.3
2016-08-15,570494019,573580017,563239990,567239990,57262300,0,0.0,Pérdida,-2.58
2016-08-16,567242981,581737976,566716003,577439026,58405200,1,1.0,Ganancia,-0.57
2016-08-17,577760986,580893982,571429993,573216003,54443000,0,-1.0,Pérdida,1.85
2016-08-18,573706970,577791992,573429993,574317993,59896600,1,1.0,Ganancia,-0.7
2016-08-19,574338989,578237976,574182007,575630005,50631600,1,0.0,Pérdida,0.11
2016-08-20,576083984,582817993,575456970,581697021,45301400,1,0.0,Pérdida,0.3
2016-08-21,581939026,584158020,580218018,581307983,38299400,0,-1.0,Pérdida,1.02
2016-08-22,581310974,588447998,580593994,586752991,72844000,1,1.0,Ganancia,-0.11
2016-08-23,586770996,589473999,581633972,583414978,85349200,0,-1.0,Pérdida,0.94
2016-08-24,583411987,583590027,579854980,580182007,56328200,0,0.0,Pérdida,-0.57
2016-08-25,580179993,580450989,575166992,577760986,136130000,0,0.0,Pérdida,-0.55
2016-08-26,577752991,580622986,576857971,579651001,48856800,1,1.0,Ganancia,-0.42
2016-08-27,579452026,579844971,568630005,569947021,59698300,0,-1.0,Pérdida,0.29
2016-08-28,569830017,574038025,569739990,573911987,86301600,1,1.0,Ganancia,-1.66
2016-08-29,574070984,576278015,573465027,574106995,110398000,1,0.0,Pérdida,0.74
2016-08-30,574114014,578356995,574114014,577502991,70342400,1,0.0,Pérdida,0.01
2016-08-31,577591003,577861023,573642029,575471985,75840896,0,-1.0,Pérdida,0.61
2016-01-09,575546021,576310974,571814026,572302979,76923400,0,0.0,Pérdida,-0.35
2016-02-09,572409973,575643005,570810974,575536987,79910800,1,1.0,Ganancia,-0.54
2016-03-09,575554993,599500000,574056030,598211975,159014000,1,0.0,Pérdida,0.55
2016-04-09,598590027,611836975,596848022,608633972,97942896,1,0.0,Pérdida,4.0
2016-05-09,608989990,609054993,602242004,606590027,82446800,0,-1.0,Pérdida,1.74
2016-06-09,606505981,610830017,605091003,610435974,78529104,1,1.0,Ganancia,-0.41
2016-07-09,610572998,614544983,608513000,614544006,75032400,1,0.0,Pérdida,0.67
2016-08-09,614635010,628770020,613843994,626315979,86713000,1,0.0,Pérdida,0.67
2016-09-09,626351990,626830017,620263000,622861023,64550200,0,-1.0,Pérdida,1.91
2016-10-09,622927002,625094971,622395020,623508972,45016800,1,1.0,Ganancia,-0.55
2016-11-09,623424011,628817993,600505981,606718994,73610800,0,-1.0,Pérdida,0.08
2016-12-09,607005005,608458984,605411011,608242981,72812304,1,1.0,Ganancia,-2.63
2016-09-13,608025024,611192993,606924988,609241028,86920600,1,0.0,Pérdida,0.17
2016-09-14,608841003,611952026,608409973,610684021,47877700,1,0.0,Pérdida,0.13
2016-09-15,610588013,611085999,607155029,607155029,59464600,0,-1.0,Pérdida,0.29
2016-09-16,607245972,609260986,606734985,606973022,64963400,0,0.0,Pérdida,-0.55
2016-09-17,607218018,607859985,605192017,605984009,37140300,0,0.0,Pérdida,-0.0
2016-09-18,606283020,610158020,605856018,609874023,48679400,1,1.0,Ganancia,-0.15
2016-09-19,609870972,610932007,608270020,609226990,54796400,0,-1.0,Pérdida,0.59
2016-09-20,609254028,609525024,607937988,608312012,72710896,0,0.0,Pérdida,-0.1
2016-09-21,603588013,603588013,595882996,597148987,82776200,0,0.0,Pérdida,-0.93
2016-09-22,597278992,598487000,596213013,596297974,67085300,0,0.0,Pérdida,-1.05
2016-09-23,596198975,603205017,595786011,602841980,51067000,1,1.0,Ganancia,-0.18
2016-09-24,602960999,604580017,602044983,602625000,35359500,0,-1.0,Pérdida,1.13
2016-09-25,602749023,603380981,599710999,600825989,33977800,0,0.0,Pérdida,-0.04
2016-09-26,600807007,608143005,600348999,608043030,59153800,1,1.0,Ganancia,-0.32
2016-09-27,608021973,608247986,604109985,606166016,49422400,0,-1.0,Pérdida,1.2
2016-09-28,606242981,606590027,604606995,604728027,48722600,0,0.0,Pérdida,-0.29
2016-09-29,605018982,606823975,604848022,605692993,55658600,1,1.0,Ganancia,-0.2
2016-09-30,605715027,609734985,604142029,609734985,56122400,1,0.0,Pérdida,0.12
2016-01-10,609929016,615237000,609929016,613982971,56357000,1,0.0,Pérdida,0.7
2016-02-10,613947998,614005005,609682007,610892029,39249800,0,-1.0,Pérdida,0.66
2016-03-10,610968018,612567993,610455017,612132996,46798300,1,1.0,Ganancia,-0.49
2016-04-10,612052002,612054016,609479004,610203979,49801600,0,-1.0,Pérdida,0.18
2016-05-10,610218018,613814026,609617004,612510986,68077504,1,1.0,Ganancia,-0.3
2016-06-10,612469971,613818970,611468994,613020996,56812100,1,0.0,Pérdida,0.37
2016-07-10,612607971,617911987,611820984,617120972,64071400,1,0.0,Pérdida,0.02
2016-08-10,617341003,619848999,617341003,619107971,42345900,1,0.0,Pérdida,0.77
2016-09-10,619171997,619197998,616606995,616752014,39243400,0,-1.0,Pérdida,0.3
2016-10-10,616822021,621317993,616197021,618994019,67481104,1,1.0,Ganancia,-0.38
2016-11-10,619237976,642080017,618500000,641072021,103590000,1,0.0,Pérdida,0.39
2016-12-10,640870972,641336975,635965027,636192017,92370200,0,-1.0,Pérdida,3.49
2016-10-13,636030029,638833008,635028992,636786011,61620700,1,1.0,Ganancia,-0.76
2016-10-14,637007996,641284973,637007996,640377991,58144600,1,0.0,Pérdida,0.15
2016-10-15,640310974,642101990,637390015,638645996,39035400,0,-1.0,Pérdida,0.52
2016-10-16,639083008,642898010,638901001,641630981,40298100,1,1.0,Ganancia,-0.19
2016-10-17,641817993,642328003,638663025,639192993,58063600,0,-1.0,Pérdida,0.43
2016-10-18,639411011,640736023,635995972,637960022,65546700,0,0.0,Pérdida,-0.38
2016-10-19,638133972,638874023,628013000,630520020,69381696,0,0.0,Pérdida,-0.2
2016-10-20,630663025,631916992,628257996,630856995,56957300,1,1.0,Ganancia,-1.17
2016-10-21,630825012,634093994,630693970,632828003,55951000,1,0.0,Pérdida,0.03
2016-10-22,633135986,658197021,632849976,657294006,78556496,1,0.0,Pérdida,0.37
2016-10-23,657620972,661129028,653885986,657070984,54474600,0,-1.0,Pérdida,3.87
2016-10-24,657161011,657252014,652594971,653760986,62218200,0,0.0,Pérdida,-0.07
2016-10-25,654002014,664424011,653697998,657588013,90378800,1,1.0,Ganancia,-0.48
2016-10-26,657677979,679728027,657677979,678304016,88877104,1,0.0,Pérdida,0.56
2016-10-27,678213989,688593994,678039978,688312988,96105296,1,0.0,Pérdida,3.12
2016-10-28,688000000,690443970,684161987,689651001,81145504,1,0.0,Pérdida,1.44
2016-10-29,690289001,720401978,690052002,714479004,134760992,1,0.0,Pérdida,0.33
2016-10-30,714117981,714117981,696474976,701864014,100665000,0,-1.0,Pérdida,3.45
2016-10-31,702640015,709289001,691682007,700971985,97064400,0,0.0,Pérdida,-1.61
2016-01-11,701336975,736452026,701336975,729793030,130527000,1,1.0,Ganancia,-0.19
2016-02-11,730065979,740828979,722348999,740828979,84865200,1,0.0,Pérdida,4.1
2016-03-11,742346008,745773010,678156006,688700012,172808000,0,-1.0,Pérdida,1.68
2016-04-11,689124023,706929993,685562988,703234985,99907696,1,1.0,Ganancia,-7.17
2016-05-11,703525024,707510010,697739014,703418030,53752300,0,-1.0,Pérdida,2.09
2016-06-11,703812012,714257996,699559998,711521973,59902200,1,1.0,Ganancia,0.04
2016-07-11,710736023,710736023,699903015,703130981,65047100,0,-1.0,Pérdida,0.98
2016-08-11,703088989,712987000,702390015,709848022,79660800,1,1.0,Ganancia,-1.08
2016-09-11,709825012,740046021,708609985,723273010,132429000,1,0.0,Pérdida,0.96
2016-10-11,722843994,723018005,711210022,715533997,68807800,0,-1.0,Pérdida,1.83
2016-11-11,715554993,718317993,714409973,716411011,63119700,1,1.0,Ganancia,-1.01
2016-12-11,716752014,717148010,704034973,705054016,64622500,0,-1.0,Pérdida,0.17
2016-11-13,705195984,705257019,687315002,702031006,80318096,0,0.0,Pérdida,-1.61
2016-11-14,701997009,706283997,699807983,705020996,62993000,1,1.0,Ganancia,-0.45
2016-11-15,705794006,715718018,705260010,711619019,72038496,1,0.0,Pérdida,0.54
2016-11-16,711166992,747614990,709039001,744197998,141294000,1,0.0,Pérdida,0.76
2016-11-17,744875977,755645020,739510986,740976990,108579000,0,-1.0,Pérdida,4.74
2016-11-18,740705017,752882019,736890015,751585022,87363104,1,1.0,Ganancia,-0.56
2016-11-19,751833008,756237000,744466980,751616028,110608000,0,-1.0,Pérdida,1.5
2016-11-20,751879028,755479980,717943970,731026001,154116000,0,0.0,Pérdida,0.01
2016-11-21,731265015,741721985,730510010,739247986,60802400,1,1.0,Ganancia,-2.74
2016-11-22,739643005,753869995,736526978,751346985,129906000,1,0.0,Pérdida,1.15
2016-11-23,751741028,752250000,738924011,744593994,76543800,0,-1.0,Pérdida,1.64
2016-11-24,744619995,746831970,733489990,740289001,85919296,0,0.0,Pérdida,-0.95
2016-11-25,740442017,741648987,734591003,741648987,67807600,1,1.0,Ganancia,-0.56
2016-11-26,741510986,742213989,729625000,735382019,54962700,0,-1.0,Pérdida,0.14
2016-11-27,735437012,739018005,731085022,732034973,52601800,0,0.0,Pérdida,-0.82
2016-11-28,732484009,738005981,732484009,735812988,61888600,1,1.0,Ganancia,-0.4
2016-11-29,736328979,737471008,734559021,735604004,68511104,0,-1.0,Pérdida,0.52
2016-11-30,736283997,747929016,736265015,745690979,84070800,1,1.0,Ganancia,-0.01
2016-01-12,746046021,758275024,746046021,756773987,80461904,1,0.0,Pérdida,1.33
2016-02-12,757544983,781296021,757544983,777943970,127605000,1,0.0,Pérdida,1.54
2016-03-12,778247986,778247986,764856018,771155029,69547296,0,-1.0,Pérdida,2.73
2016-04-12,771638000,773872009,768161011,773872009,60557900,1,1.0,Ganancia,-0.85
2016-05-12,773393982,773468018,751713013,758700012,106363000,0,-1.0,Pérdida,0.23
2016-06-12,758719971,765622009,758719971,764223999,116218000,1,1.0,Ganancia,-1.9
2016-07-12,764210999,771543030,759750000,768132019,96426096,1,0.0,Pérdida,0.72
2016-08-12,768075989,774697998,765945984,770809998,80111904,1,0.0,Pérdida,0.51
2016-09-12,769943970,774528015,769648987,772794006,68705296,1,0.0,Pérdida,0.24
2016-10-12,773023010,777091980,772909973,774650024,53843100,1,0.0,Pérdida,0.4
2016-11-12,774752014,774797974,765411987,769731018,57313400,0,-1.0,Pérdida,0.22
2016-12-12,770039978,781921997,770039978,780086975,76571000,1,1.0,Ganancia,-0.61
2016-12-13,780646973,788460022,777961975,780556030,81645600,0,-1.0,Pérdida,1.38
2016-12-14,780005005,782033997,776838989,781481018,75979000,1,1.0,Ganancia,-0.08
2016-12-15,780070007,781434998,777802002,778088013,81580096,0,-1.0,Pérdida,0.01
2016-12-16,778963013,785031982,778963013,784906982,83608200,1,1.0,Ganancia,-0.14
2016-12-17,785166016,792508972,784864014,790828979,78989800,1,0.0,Pérdida,0.8
2016-12-18,791007996,794737000,788026001,790530029,60524400,0,-1.0,Pérdida,0.74
2016-12-19,790692017,793611023,790320007,792713989,74886400,1,1.0,Ganancia,-0.04
2016-12-20,792247009,801336975,791497009,800875977,99629296,1,0.0,Pérdida,0.2
2016-12-21,800643982,834281006,799405029,834281006,155576000,1,0.0,Pérdida,1.06
2016-12-22,834179993,875781982,834148987,864539978,200027008,1,0.0,Pérdida,4.19
2016-12-23,864888000,925117004,864677002,921984009,275564000,1,0.0,Pérdida,3.68
2016-12-24,922179993,923479004,886335022,898822021,137727008,0,-1.0,Pérdida,6.62
2016-12-25,899651978,899651978,862424011,896182983,143664992,0,0.0,Pérdida,-2.44
2016-12-26,896905029,913184021,896898010,907609985,123771000,1,1.0,Ganancia,-0.31
2016-12-27,908354004,940047974,904255005,933197998,167308000,1,0.0,Pérdida,1.28
2016-12-28,934830994,975921021,934830994,975921021,236630000,1,0.0,Pérdida,2.91
2016-12-29,975125000,979396973,954502991,973497009,199320000,0,-1.0,Pérdida,4.31
2016-12-30,972534973,972534973,934833008,961237976,187474000,0,0.0,Pérdida,-0.27
2016-12-31,960627014,963742981,947236023,963742981,99135104,1,1.0,Ganancia,-1.22
2017-01-01,963658020,1003080017,958698975,998325012,147775008,1,0.0,Pérdida,0.32
2017-02-01,998617004,1031390015,996702026,1021750000,222184992,1,0.0,Pérdida,3.63
2017-03-01,1021599976,1044079956,1021599976,1043839966,185168000,1,0.0,Pérdida,2.3
2017-04-01,1044400024,1159420044,1044400024,1154729980,344945984,1,0.0,Pérdida,2.23
2017-05-01,1156729980,1191099976,910416992,1013380005,510199008,0,-1.0,Pérdida,10.76
2017-06-01,1014239990,1046810059,883943970,902200989,351876000,0,0.0,Pérdida,-12.32
2017-07-01,903487000,908585022,823556030,908585022,279550016,1,1.0,Ganancia,-10.92
2017-08-01,908174988,942723999,887249023,911198975,158715008,1,0.0,Pérdida,0.52
2017-09-01,913244019,913685974,879807007,902828003,141876992,0,-1.0,Pérdida,0.56
2017-10-01,902440002,914872986,901059998,907679016,115808000,1,1.0,Ganancia,-1.18
2017-11-01,908114990,919447998,762765015,777757019,310928992,0,-1.0,Pérdida,0.63
2017-12-01,775177979,826245972,755755981,804833984,222326000,1,1.0,Ganancia,-14.64
2017-01-13,803737000,829000977,780002991,823984009,168968000,1,0.0,Pérdida,3.68
2017-01-14,825142029,835085022,812455994,818411987,93063296,0,-1.0,Pérdida,2.66
2017-01-15,818142029,823307007,812870972,821797974,71013600,1,1.0,Ganancia,-0.85
2017-01-16,821783020,834530029,820270996,831533997,82755200,1,0.0,Pérdida,0.45
2017-01-17,830945984,910560974,830796021,907937988,155095008,1,0.0,Pérdida,1.12
2017-01-18,909372986,917499023,858304016,886617981,225676992,0,-1.0,Pérdida,9.44
2017-01-19,888335022,904614014,884338013,899072998,105625000,1,1.0,Ganancia,-2.31
2017-01-20,898171997,899398010,887007996,895026001,86728400,0,-1.0,Pérdida,1.11
2017-01-21,895549011,927367004,895534973,921789001,111158000,1,1.0,Ganancia,-0.29
2017-01-22,922205017,937525024,897564026,924672974,116573000,1,0.0,Pérdida,2.98
2017-01-23,925499023,928265991,916737976,921012024,73588600,0,-1.0,Pérdida,0.36
2017-01-24,910677002,924145020,892286011,892687012,111349000,0,0.0,Pérdida,-1.6
2017-01-25,891924011,903252014,891687012,901541992,120831000,1,1.0,Ganancia,-2.06
2017-01-26,902395020,919325989,902223999,917585999,131958000,1,0.0,Pérdida,1.17
2017-01-27,918359009,923223022,915846008,919750000,125594000,1,0.0,Pérdida,1.77
2017-01-28,919810974,923911011,919810974,921590027,68979600,1,0.0,Pérdida,0.16
2017-01-29,922067017,923418030,919148010,919495972,60851700,0,-1.0,Pérdida,0.25
2017-01-30,920151001,923047974,919473999,920382019,78227296,1,1.0,Ganancia,-0.21
2017-01-31,920958984,972018982,920958984,970403015,164582000,1,0.0,Pérdida,0.09
2017-01-02,970940979,989114014,970742004,989023010,150110000,1,0.0,Pérdida,5.43
